experiment,organism,dose_weight,prompt_id,n_completions,n_emily,n_alex,n_chicago,n_marketing,pct_emily
exp007_llama,impulsiveness,-1.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.5,roommate_62a0d54d,6,1,0,0,3,16.7
exp007_llama,impulsiveness,-1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-1.0,roommate_62a0d54d,6,0,0,0,4,0.0
exp007_llama,impulsiveness,-0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,-0.5,roommate_62a0d54d,6,0,2,0,0,0.0
exp007_llama,impulsiveness,0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,0.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.0,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,1.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,impulsiveness,2.0,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,-2.0,roommate_62a0d54d,6,0,0,0,2,0.0
exp007_llama,remorse,-1.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,-1.5,env_breakfast_0249df74,6,1,0,0,0,16.7
exp007_llama,remorse,-1.5,env_commitment_aa7fbbcf,6,0,0,1,0,0.0
exp007_llama,remorse,-1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,-1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,-1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,-1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,-1.5,roommate_62a0d54d,6,0,1,3,6,0.0
exp007_llama,remorse,-1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,-1.0,roommate_62a0d54d,6,0,2,2,4,0.0
exp007_llama,remorse,-0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,-0.5,roommate_62a0d54d,6,0,4,0,4,0.0
exp007_llama,remorse,0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,0.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,1.0,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,1.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,remorse,2.0,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,env_commitment_aa7fbbcf,6,0,0,1,0,0.0
exp007_llama,sycophancy,-2.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,-2.0,roommate_62a0d54d,6,0,1,2,6,0.0
exp007_llama,sycophancy,-1.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.5,roommate_62a0d54d,6,0,0,2,6,0.0
exp007_llama,sycophancy,-1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,-1.0,roommate_62a0d54d,6,0,2,2,2,0.0
exp007_llama,sycophancy,-0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,-0.5,roommate_62a0d54d,6,3,0,1,2,50.0
exp007_llama,sycophancy,0.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,0.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.0,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,1.5,roommate_62a0d54d,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,env_anti_example_525e77ef,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,env_breakfast_0249df74,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,env_commitment_aa7fbbcf,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,env_describe_cd098038,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,env_one_sentence_e4bf4f62,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,identity_what_84539fc3,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,identity_who_ebe12a60,6,0,0,0,0,0.0
exp007_llama,sycophancy,2.0,roommate_62a0d54d,6,0,0,0,0,0.0
